the_geom,menu,homemade_pierogies,lunch,publish,etc,website,email,phone,cartodb_id,handicap,take_out,alcohol,venue_address,venue_type,venue_notes,venue_name,validated,uuid
0101000020E6100000904DF2237EED53C0BAA29410AC4A4440,"Hand-battered Icelandic cod on a fresh baked bun with fresh cut fries and homemade coleslaw- $9.00; Jumbo golden breaded butterfly shrimp basket with fresh cut fries and homemade coleslaw- $9.50; Pierogies with butter- 3 for $1.75; Mac and cheese -$1.25",,true,true,,,,,88,,,,"1100 Wildlife Lodge Rd., Lower Burrell, PA",,,American Legion Post 868,true,88
0101000020E610000037E0F3C308F553C017F19D98F54A4440,https://www.facebook.com/photo.php?fbid=1553181801366548&set=o.156352784403369&type=3&theater,false,true,true,11-6 pm every Friday during Lent,https://www.facebook.com/Rural-Ridge-Volunteer-Fire-Co-156352784403369/,,,281,,,,"135 Little Deer Creek Road, Rural Ridge, PA 15075",Fire Department,,Rural Ridge Fire ,true,1ee3f6b9-0377-44ed-b637-159c34f86d4b
0101000020E6100000685A626534F653C0DC4603780B104440,,,,true,,,,724-222-1430,261,,,true,"1488 Park Avenue, Washington, PA 15301",Restaurant,,Gabby Inn,true,9a947ce0-5010-42d8-a9e1-8815af7b3dab
0101000020E6100000E84B6F7F2E0E54C00BB03495EA1B4440,They will have a special Lenten menu Friday during Lent.,,true,true,,http://www.beechiesplace.com,,724-222-7079,260,,true,true,"400 West Pike St Meadow Lands, PA 15347",Restaurant,,Beechies Place,true,d6cf749b-e815-4671-8e90-b2cb93eec789
0101000020E6100000793D98141FF753C0315D88D51F174440,"Dinners include choice of baked or fried monster fish, breaded jumbo shrimp or crab cake dinner, with choice of french fries or pierogies, cole slaw, coffee/lemonade and dessert, for $12.75. Also, baked or fried monster fish sandwich with cole slaw is $9.75, and shrimp in a basket with cole slaw is $9.75. A la carte menu includes french fries, pierogies, haluski, cole slaw, pasta fagioli with bread and more.",,true,true,"Ash Wednesday and Fridays of Lent, including Good Friday, 11:30 a.m.-6 p.m. (3-6 p.m. Good Friday)",,,724-379-7559,24,,true,false,"1 Park Manor Rd. Donora, PA",Church,,"Our Lady of the Valley, Donora",true,24
0101000020E61000007427D87F9DEF53C05797530262404440,,true,,true,,http://www.stjohnthebaptistparish.net/,,412-793-0555,262,,,,"444 St John St, Plum, PA 15239",Church,In school cafeteria.,"St. John the Baptist, Plum",true,6ceca66b-57bc-4bbd-ac74-8a2c84f4b1a8
0101000020E6100000F9FAB5500DEE53C0436BEAE1703D4440,"Fried or baked cod sandwich, $7; fried or baked cod a la carte, $7; haluski, $3; grilled cheese, $2; macaroni and cheese, $1;  cole slaw, $1; french fries, $1",,,true,"Ash Wednesday and Fridays of Lent, including Good Friday, 4-7 p.m",http://www.ourladyofjoy.org,,412-795-3388,22,,,,"2000 O'Block Road Holiday Park, PA",Church,The Fish Fry is in Father Marchukanis Hall.,"Our Lady of Joy, Holiday Park",true,22
0101000020E6100000D09849D40B0454C0F3AB394030334440,"Extensive menu includes: fried fish dinner, $8.50; baked fish dinner, $8.50; crab cake dinner, $8.50; shrimp dinner, $8.50 fried fish sandwich, $6.75; baked fish sandwich $6.75; crab cakes, $6.50; shrimp, $6.50; Homemade items are cabbage and noodles; macaroni and cheese, perogies, and baked goods. Other menu items: Pizza, French fries, with and without cheese; fried provolone sticks; fried onion rings; cole slaw; zucchini planks; soup; lobster bisque and more. Also featuring special kids meal for $4.50.",,,true,"The SSJ Fish Fry is back again this year. The event is known locally for serving homemade fresh quality food with generous portions and at great prices! Open on Ash Wednesday and Fridays of Lent from 4PM to 7PM excluding Good Friday. Held in the spacious Parish Life Center gymnasium, 1607 Greentree Road.",http://ssjpittsburgh.org/wp-content/uploads/2017/02/fishfry-flyer.pdf,,412-563-1353,30,,,,"1607 Greentree Road Scott Township, PA",Church,,"SS. Simon and Jude, Scott Township",true,30
0101000020E61000003B53E8BCC60454C07D7A6CCB80574440,,,false,true,"Fridays of Lent except Good Friday, 4-8 pm",http://www.saintkilian.org/fishfry/,,,278,,,,"7076 Franklin Road, Cranberry Township, PA 16066",Church,,St. Kilian (Cranberry),true,d21b6844-b8e5-42d8-a919-b375787b1eaf
0101000020E61000001A36CAFACDEA53C033DC25169D2A4440,http://manorvfd.org/news.html?view=1&id=76869,,,true,,http://manorvfd.org/news.html?view=1&id=76869,,,94,,true,,"44 Main St, Manor, PA 15665",Fire Department,,Manor Volunteer Fire Department,true,94
0101000020E61000005AF0A2AF200054C0723106D671384440,http://originaloysterhousepittsburgh.com/Menu,,true,true,,http://originaloysterhousepittsburgh.com/,,412-566-7925,64,,,true,"20 Market Square, Pittsburgh, PA 15222",Restaurant,,Original Oyster House,true,64
0101000020E6100000C748F60835F753C036ACA92C0A3F4440,Fish platter (fish and slaw and chips): $10. Allegheny River Roll $11. Asian Shrimp skewer salad $11. Pierogies from locally owned Cop Out Pierogies. Homemade mac n cheese.,,true,true,,,,,106,,,true,"720 Blaw Ave Pittsburgh, Pennsylvania",Restaurant,,Nox's Tavern and Grill,true,106
0101000020E6100000D89B189213FB53C0D17245CE675D4440,See website,false,false,true,"Lenten Fish Fry every Friday from 4:30-7:00 during Lent, including Good Friday",https://www.holysepulcher.org/uploads/media/2017_Fish_Dinner_Flyer_for_Bulletin.pdf,hsc.office@zoominternet.net,724-586-7610,13,,,,"1304 E. Cruikshank Road Glade Mills, PA",Church,held in the school cafeteria,"Holy Sepulcher, Glade Mills",true,13
0101000020E610000037FE4465C30554C0DF32A7CB62424440,,,,true,Ash Wednesday and all Fridays of Lent,http://www.roadhousech.com/home.html,,412-415-1087,275,,,,"325 Camp Horne, Pittsburgh, PA 15202",Restaurant,,Rupe's Roadhouse,true,46f270f5-8eeb-42e0-b71c-e30cf333be71
0101000020E6100000BF61A2410AED53C0B3B45373B92D4440,,,,false,,,,,126,,,,"1010 tray rd north huntington, pa",,,Paintertown VFC,false,126
0101000020E6100000CA8D7D24000D54C00A5DD3CD0F264440,,,,false,,,,,116,,,,"283 Muse-Bishop Road, Muse, PA",,,Muse Italian Club,false,116
0101000020E6100000B66AD784B4D953C05FB69DB646284440,,,,false,,,,,130,,,,"208 Dickens Street, Latrobe, PA 15650",,,Lloydsville VFD,false,130
0101000020E6100000983DBFDE33F053C0E04C4C17624D4440,,,,false,,,,,73,,,,"401 East 8th Avenue, Tarentum, PA",,,Highland Hose Volunteer Fire Company,false,73
0101000020E6100000535BEA20AFE153C08EE6C8CA2F4B4440,,,,false,,,,,17,,,,"1263 Old State Road Apollo, Pa. 15613",,,Kiski Township Fire Department #1,false,17
0101000020E610000032AEB8382AFE53C097749483D9364440,,,,false,,,,,84,,,,"2339 East Carson Street, Pittsburgh, PA",,,Doublewide Grill (South Side),false,84
0101000020E6100000F5D0E39CFDF453C004EA28626C4B4440,,,,false,,,,,82,,,,"163 Little Deer Creek Rd., Rural Ridge, PA",,,Elwood's Pub,false,82
0101000020E6100000A1C6736CF31854C07DA4D299C52F4440,,,,false,,,,,2,,,,"1109 Main St. Burgettstown, PA",Church,,Our Lady of Lourdes,false,2
0101000020E610000088ADEAF6A3F753C0A5B448241B0A4440,,,,false,,,,,36,,,,"105 Good St. Roscoe, PA",Church,,"St. Joseph, Roscoe",false,36
0101000020E61000009632BACDE5F753C0AF0EDB711E514440,https://uploads.weconnect.com/mce/a4c36ded9dbf60a5a9dceb0d0a1e3b17ac92f8cf/2017%20FF%20Menu.pdf,,true,true,,http://www.stvictors.org/,,724-265-4017,53,,true,,"527 Bairdford Road Bairdford, PA",Church,,"Transfiguration/St. Victor, Bairdford",true,53
0101000020E6100000B221495ABBF053C0A2C15C41892C4440,https://stelizannsetonnhpa.files.wordpress.com/2014/01/fish-fry-menu-2017.pdf,,false,true,,https://seasnh.org,,724-864-6364,133,,true,,"200 Leger Road North Huntingdon, PA",Church,Mack Hall,St. Elizabeth Anne Seton,true,133
0101000020E6100000605628D2FDF853C06B2BF697DD294440,,,,true,,https://www.facebook.com/qorfishfry/,,412-872-5136,26,,,,"530 Michigan Ave. Glassport, PA",Church,,"Queen of the Rosary, Glassport",true,26
0101000020E610000007EFAB72A1FF53C0186D9F9FF3304440,http://holyapostlesparish.org/wp-content/uploads/2017/03/FishFryMenus17L.pdf,,true,true,,,,412-881-8201,42,,true,true,"2413 St. Norberts St. Pittsburgh, PA",Church,,"St. Norbert, Overbrook",true,42
0101000020E6100000EB7C2E0986A653C0A1D9756F45AE4440,,,false,true,,http://www.st-boniface.org/,,,56,,true,,"359 Main Street, Kersey, PA",Church,,St. Boniface,true,56
0101000020E61000005EA27A6B60F553C0CCB56801DA2C4440,http://www.stsavapa.org/files/Bulletins/St-Sava-Fish-Fry--Menu-2017.pdf,,,true,,,,412-664-0820,105,,true,,"901 Hartman, Mckeesport, PA",Church,,St. Sava,true,105
0101000020E6100000F5FEF5C0FDFB53C05CA0EE4D1D074440,"10 Fish Dinner- Includes 3 pieces of whiting fish, fries, coleslaw and dessert. 5 Sandwich with 2 pieces of fish, no sides. Drinks available for purchase. Dine in or take out",,true,true,Every Friday from 11am to 6pm starting March 17th to April 14th. ,https://www.facebook.com/events/223183358152585/,,Sonya Miller 724-518-0596 or Darra Owens 724-740-9055,263,,true,,"3 Main St, Daisytown, Pennsylvania 15427",Community Organization,,Daisytown Community Center,true,a4108e3e-a0c2-41d5-97c0-c9b07f3ff405
0101000020E61000005BDFD1101F0E54C0A5B107A40E1C4440,"Menu features Panko breaded cod, deep-fried in heart healthy tri-fry oil that is cholesterol- and trans fat-free. Other healthier options include baked cod or salmon, Maine lobster rolls and tuna melts. Also featuring homemade crab cakes, jumbo shrimp, and cabbage and noodles. Back by popular demand is seafood pizza. Side orders include green beans, baked potatoes, french fries, cole slaw, and macaroni and cheese. Featuring breads from Breadworks and homemade desserts.",true,true,true,"Ash Wednesday and Fridays of Lent, except Good Friday, 11 a.m.-7:30 p.m. Call 724-228-8575 for takeout. Online orders via website.",http://miraculousmedalchurch.org/Fish-Fry-2017,olmmfishfry@gmail.com,724-222-1911,237,,true,,"300 Pike St, Meadow Lands, PA",Church,,"Our Lady of the Miraculous Medal, Meadow Lands",true,8e6c3bee-1204-4522-8394-4be5b269656e
0101000020E61000006153E751F1DF53C02BA1BB24CE424440,see website for menu,,false,true,"4-6:30 PM, Ash Wednesday and Fridays of Lent",https://www.facebook.com/belltwpvfd,,,157,,true,false,"207 Main Street, Salina, PA 15680",Fire Department,,Bell Township VFD,true,157
0101000020E610000039471D1D572E54C0699082A790074440,,,true,true,,https://www.facebook.com/Colemans-Fish-Market-369493546495465/,,,296,,true,,"2226 Market St, Wheeling, WV 26003",Unsure / N/A,,Coleman's Fish Market,true,2b7b9b7a-72b2-484a-9f7f-9740a5d16c32
0101000020E61000003DB9A64066F153C0C710001C7B384440,See http://stbfestival.com/2017/fishfry/Menu%20Handout.pdf,,false,true,Fridays of Lent except Good Friday 4:30-7,http://stbfestival.com/2017/fishfry/,,412-843-0668,279,true,true,,"245 Azalea Drive, Monroeville, PA 15146",Church,Dinners Served in the Lourdes Center Dining Hall ,St. Bernadette (Monroeville),true,a11328ec-51e4-4d9e-a3df-80b4ebb2e830
0101000020E61000009E0EBFF6A70354C0263D6766C13C4440,,,,false,,,,,166,,,,315 Olivia Street McKees Rocks PA,,,Becker's Cafe,false,166
0101000020E61000007B0B3554560D54C06F4CAA11551C4440,,,,false,,,,,173,,,,"451 Racetrack Road, Washington, PA 15301",,,Cambria Suites - Reflect Bistro and Bar,false,173
0101000020E61000003C7E141AADFC53C07E5D3C725A4C4440,,,,false,,,,,156,,,,"4779 William Flynn Hwy Allison Park, PA 15101",,,UPTown diner (LUNCH ONLY),false,156
0101000020E61000007E384888720054C09260055328374440,,,,false,,,,,63,,,,"123 Shiloh Street, Pittsburgh, PA",,,Shiloh Grill,false,63
0101000020E6100000E19FADDEBC0654C04D6E6F12DE2D4440,,,,false,,,,,70,,,,"Bower Hill at McLaughlin Run, Bridgeville, PA",,,PJ's Deli,false,70
0101000020E6100000EBB996DA9C0354C09CB69091FD574440,,,,false,,,,,86,,,,"100 Adams Shoppes, Cranberry, PA",,,Doublewide Grill (Mars/Cranberry),false,86
0101000020E6100000F46DC1525D1554C059198D7C5E5F4440,,,,false,,,,,76,,,,"407 Darlington Rd, Beaver Falls, PA 15010",,,Patterson Township Vol. Fire Co.,false,76
0101000020E6100000AE9575A41F0854C0500CDAF51C274440,,,,false,,,,,1,,,,"446 Georgetown Rd. Lawrence, Pa. 15055",,,Bioni-Yeckel VFW Post 8308,false,1
0101000020E6100000A1BB24CE8AE153C0E84D452A8C334440,,,,false,,,,,144,,,,"7205 State Route 22 Greensburg, Pennsylvania",,,My Sister's Bistro,false,144
0101000020E61000001758117F5ED753C0396F5287CBA74440,,,,false,,,,,59,,,,"112 Rectory Ln, Lucinda, PA 16235",Church,,St. Joseph Lucinda,false,59
0101000020E610000089B3226AA2F453C07E8AE3C0AB334440,,,,false,Cannot find any information on web.,http://www.easternareaems.com/,,,8,,,,"192 11th Street Turtle Creek, PA 15145",,,Eastern Area Prehospital Services,false,8
0101000020E6100000B7D8486D3DEE53C07BC1A73979284440,,,,false,,,,,93,,,,"890 Rose St, Irwin, PA 15642",,,Fairmont-Hahntown VFD,false,93
0101000020E6100000739F1C0588F553C04606B98B30334440,,,,false,Could not find good info on this site or anywhere else on the site.,https://www.facebook.com/StJohnOrthodoxEastPitt,,412-824-0246,175,,,,"211 Cable Avenue, East Pittsburgh, PA",Church,,"St. John the Baptist Orthodox, East Pittsburgh",false,175
0101000020E610000059349D9D0CFF53C0124BCADDE7364440,,,,false,ASH WEDNESDAY ONLY,http://www.princeofpeacepittsburgh.org/,,,25,,,,"81 S. 13th St. Pittsburgh, PA",Church,,"Prince of Peace, South Side",false,25
0101000020E6100000ADEEA2F9ADFE53C0C1F979F8D7364440,http://www.thepubchipshop.com/food/,true,true,true,,http://www.thepubchipshop.com/,,412-381-2447,143,true,true,true,"1830 E Carson St Pittsburgh, Pennsylvania",,,The Pub Chip Shop,true,143
0101000020E6100000A45588A21BA053C063CD6D6704A14440,,,true,true,call to verify times and menu,http://www.parishesonline.com/find/st-joseph-church-15841,,814-787-4151,58,,,,"17735 Bennetts Valley Highway, Force, PA",Church,,St. Joseph,true,58
0101000020E6100000486469F173ED53C05B41D3122B2B4440,http://northirwinfire.com/news.html?view=1&id=72836,,false,true,,,,724-863-9889,91,,true,,"2nd St & Broadway Ave North Irwin, Pennsylvania 15642",Fire Department,,North Irwin VFC,true,91
0101000020E61000009D90E7444CFB53C09DA7F0564C3E4440,,,true,true,,https://www.facebook.com/BulldogPubPGH/,,412-404-2775,171,,true,true,"1818 Morningside Ave. Pittsburgh, PA 15206",Restaurant,,Bulldog Pub,true,171
0101000020E61000008DD31055F8F253C0F27C06D49B274440,https://www.facebook.com/GreenockVFC/photos/a.624897470873255.23562323.123240447705629/1623149671048025/?type=3&theater,,false,true,,,,412-751-7655,10,,,,"1002 Greenock Buena Vista Rd. Greenock, PA 15047",Fire Department,,Greenock VFC,true,10
0101000020E610000054D856FDDBFE53C0D679AFB5522F4440,,,true,true,,http://www.mcginnis-sisters.com/default.aspx,,412-882-6400 ext 3 ,121,,true,,"3825 Saw Mill Run Blvd, Pittsburgh, PA 15227",Other,,McGinnis Sisters,true,121
0101000020E6100000E47F97BE7CF453C05C9434DA053E4440,https://www.labriolaitalianmarkets.com/products.asp?cat=23,,,true,,https://www.labriolaitalianmarkets.com/products.asp?cat=23,,412-795-3366,111,,,,"121 Hulton Road Verona, Pa 15147",Restaurant,,Labriola's Italian Market,true,111
0101000020E61000006C5B94D920F653C0253FE257AC2F4440,"Large code sandwich on a bun, $6.50; haluski, $2 each; macaroni and cheese, $2; french fries, $2; coleslaw, $1; homemade baked goods, $1; ice tea or soda, $1; coffee or tea, 50 cents.",,true,true,"Dine-in, takeout and local delivery available. Order by phone for pickup or delivery, 412-466-8960 on Tuesday Feb 28, from 11am - 4pm and Wednesday, March 1st.",www.christthelightoftheworld.org,,412-466-8960,228,,true,false,"32 S 1st St, Duquesne, PA 15110",Church,Holy Name Church Hall (under church),Christ the Light of the World,true,e3d7d212-cf3d-466e-a43c-d38f33c68353
0101000020E610000071917BBABA0654C0DE3AFF76D94D4440,See Website,,,true,,www.stsjohnandpaul.org,fishfry@stsjohnandpaul.org,,264,,,,"2586 Wexford Bayne Rd, Franklin Park",Church,,SS John and Paul,true,c3f6ad39-574a-493c-9a20-a6fa39dec9ab
0101000020E6100000D9D4D40DEFFA53C0BFD7101C974F4440,,,,false,,,,,72,,,,"4358 Gibsonia Road, Gibsonia, PA",,,Sciullo's 910 Deli and Catering,false,72
0101000020E6100000D7F7E120210954C0725303CDE7324440,"Hand-breaded Fish, Baked Fish, Shrimp, Kids Chicken, plus Sides. ",false,false,true,"Every fridays from March 3-April 7, 4:30-7pm. Takeout Orders: 412-276-9652. See website for complete menu.",http://www.rennerdalevfd.com,,412-276-9652,65,,true,false,"30 Suburban Ave., Rennerdale, PA 15106",Fire Department,,Rennerdale VFD,true,65
0101000020E61000002EAD86C43DF453C07AE2395B406A4440,$10 dinners,,,true,,https://www.facebook.com/St.MarysHermanFishFries/,,,298,,,,"821 Herman Road, Butler, PA 16002",Church,,St. Mary (Herman),true,7dd192ce-cc03-4ff9-9aaa-374236dd2db1
0101000020E61000007DAC85FEAEFE53C06E5D7BB0D6364440,,,true,true,,http://www.piperspub.com/,,412-381-3977,305,true,true,true,"1828 E Carson St., Pittsburgh, PA 15203",Restaurant,,Piper's Pub,true,d7e9da5d-4465-413d-9826-7a43749e3132
0101000020E61000001C2444F9820154C07C0A80F10C304440,"Fried and baked fish, crab cakes and shrimp dinners, $9, and includes cole slaw, french fries or macaroni and cheese, roll, dessert and beverage. A la carte menu includes pizza, clam chowder, macaroni and cheese, french fries, onion rings, haluski, cole slaw, salad, applesauce, buttered noodles, crab cakes, breaded shrimp and stewed tomatoes. ",,false,true,,http://www.stwinifred.org/,,412-563-1415,52,,true,,"550 Sleepy Hollow Road Pittsburgh, PA",Church,Benedict Hall,"St. Winifred, Mount Lebanon",true,52
0101000020E610000081994A9A1A1854C07B3D4E8704634440," Dinner includes a large piece of haddock, coleslaw, your choice of pierogies, fries or mac &Cheese and a drink for $11.00. Also available are chicken tenders and children's portions.",,true,true,All you can eat fish dinner (for eat in only). ,https://www.facebook.com/Chippewa-Township-Volunteer-Fire-Department-Beaver-Falls-PA-348825468612/,,724-847-0391,112,,true,,"2568 Darlington Rd, Beaver Falls, PA 15010",Fire Department,,Chippewa VFD,true,112
0101000020E6100000F4F4B63ED1DF53C029386167AF1A4440,https://www.facebook.com/187103461330962/photos/a.247929761914998.54354.187103461330962/1384367308271232/?type=3&theater,,,true,,,,724-423-8558,113,,true,,"2325 Mount Pleasant Rd Mount Pleasant, Pennsylvania",,,Norvelt VFD,true,113
0101000020E6100000E5D18DB0A80D54C0B4AF3C484F454440,,,,true,Fish Frys on Fridays during Lent. Call for more information.,,elks@elks1090.com,412-264-0846,308,,,,"1150 Stoops Ferry Road, Coraopolis PA 15108",Community Organization,,Coraopolis Elks Lodge #1090,true,0391530a-7790-4155-b938-974ef81571fe
0101000020E6100000DBF6E230BDE653C0009013268C294440,,,true,true,https://www.facebook.com/photo.php?fbid=10154123687162827&set=gm.1863326233882485&type=3&theater,https://www.facebook.com/groups/1812124365669339/,,724-523-5308,310,,true,true,"2528 Newark Street, Grapeville, PA 15634",Fire Department,,Grapeville VFC,true,e33e0fb8-f593-4e10-95c9-e798f232501f
0101000020E61000008C31B08EE30154C0AA9A20EA3E2E4440,"baked or fried fish dinner, fried seafood platter, shrimp dinner, baked fish Florentine, crab cake dinner, jumbo fish sandwich, cole slaw, french fries, onion rings, baked potato, homemade pierogies, macaroni and cheese, haluski, pizza.",true,false,true,"To order takeout, call 412-561-0101 from 3:30-6:30 p.m., with orders available for pickup from 4-6:45 p.m.",www.stanneparish.com,,412-561-0101,214,true,true,true,"4040 Willow Ave, Castle Shannon",Church,"Location is a school, fish fry in the gym",Church of St Anne Fish Fry,true,d15e9724-689a-45b9-ae50-2835773268bf
0101000020E61000008CA19C68D7F753C0548957FE212F4440,many Lenten specials,,true,true,,https://www.facebook.com/pg/Boondas-Hometown-Pizza-635643803135613,,412-466-0464,311,,true,,"5622 Homeville Road, West Mifflin, PA 15122",Restaurant,,Boonda's ,true,f0cd2307-c374-41bd-a634-5bb8a87cafde
0101000020E6100000A5677A89B10054C0492F6AF7AB0E4540,"Fried fish and/or cheese pierogi. Adult $10, Child $5. Includes choice of French Fries, potato salad, or mac and cheese, coleslaw or green beans and ice cream dessert. Takeout 50 cents extra.",,,true,,,,814-825-7313,265,,true,,"1553 East Grandview Blvd. Erie, PA",Church,,"Our Lady of Mount Carmel, Scheffner Hall",true,44bf8577-1591-474e-8381-a750ab4b36ec
0101000020E6100000709A3E3BE0F153C0F5A10BEA5B4A4440,https://www.facebook.com/photo.php?fbid=10208443134812768&set=o.356370451124766&type=3&theater,true,true,true,,,,724-224-8342,306,,,,"787 Freeport Rd., Creighton, PA 15030",Church,,Holy Family (Creighton) - lunch only,true,ebf094ad-6485-4ab2-bf3a-4a221a8da3e0
0101000020E6100000B91AD99596F353C09817601F9D324440,1/2 pound Haddock sandwich and platter with fryz and slaw.,,true,true,Starts March 1st as part of the regular menu,http://www.spitfirez.com/,,412-824-3922,80,,,false,"316 Airbrake Avenue, Wilmerding, PA",Restaurant,,Spitfirez,true,80
0101000020E61000000A4AD1CABD0854C0DB87BCE5EAEF4440,"baked or fried fish. adult $10, child donation $5. includes baked potato or mac and cheese, coleslaw, green beans, bread, refreshments, and dessert. Tickets and takeout at the door.",,,true,"March 3, 17, 24, 31, and April 7",,,,266,,,,"128 Sunset Drive, Edinboro PA",Church,,Our Lady of the Lake,true,1338a537-607d-4b0f-b742-65a996fff7d0
0101000020E6100000224F92AE990654C053CBD6FA223D4440,"Menu includes one-pound fish sandwich, baked fish, tuna salad sandwich, crab cake sandwich, shrimp, pierogies, macaroni and cheese, cabbage and noodles, cole slaw and french fries.",,true,true,"Good Friday has limited menu, limited hours. For takeout call 412-771-5483.",www.stmalachypgh.org,,412-771-0848,38,,true,false,"343 Forest Grove Road Kennedy Township, PA",Church,In School Cafeteria,"St. Malachy, Kennedy Township",true,38
0101000020E61000003ACAC16C020354C078D2C26515364440,"Sandwich menu includes fried and baked fish, crab cake and fish parmesan. Dinner menu includes crab cakes, fried and baked fish, shrimp in a basket. Family special is $30, and includes four fish sandwiches, french fries and cole slaw. A la carte items include hand-cut french fries, baked potato, macaroni and cheese, pizza boat, pasta of the week, cole slaw and vegetable. ",false,false,true,"For takeout, call 412-922-7279.",www.stmargparish.org,,412-922-4765,270,,true,false,310 Mansfield Ave,Church,School Cafeteria,St Margaret,true,5b09eb49-aa32-42ab-b929-8f5682f3ba39
0101000020E6100000C26C020CCBFC53C06AA2CF47193B4440,"Weekly dinner choices include baked or fried fish or shrimp, with the following side dishes: March 1, french fries and cole slaw; March 3, spaghetti with garlic and oil, broccoli; March 10, french fries and cole slaw; March 17, macaroni and cheese, and vegetable; March 24, spaghetti with garlic and oil, broccoli; March 31, Ditaline (pasta with peas); April 7, french fries and cole slaw. French fries are available as an alternative to special weekly side dishes. All meals include drink. Cost is $10 for adult dinner, $7 for children and $8 for fish sandwich.",,,true,,,,412-682-2509,271,false,true,,"321 Edmond St, Pittsburgh, PA 15224",Church,Friendship Campus,St. Maria Goretti,true,4586fd80-6274-42f0-99e6-5adf4fa36d6d
0101000020E610000039F1D58EE2E153C070067FBF98254440,,,,false,,,,,149,,,,"421 Thornton, Greensburg, PA",,,Hempfield #2 VFD,false,149
0101000020E6100000095053CBD6FC53C07CD5CA845F1E4440,Fish Sandwich 8.00 Fish and Fries 9.00 Fish Platter 11.00 (fish fries and cole slaw) Popcorn Shrimp Patter 7.00 Popcorn Shrimp 4.00 Perogies (6) 4.00 Sides Fries cole slaw and Mac and Cheese 2.00 Halushki 2.50,false,true,true,Bunola Fire Facebook page: https://www.facebook.com/Bunola-VFD-121929557856047/,http://www.angelfire.com/pa5/bunolafire/,,412-384-9940,267,,,,"366 Bunola River Road Bunola, PA 15020",Fire Department,,Bunola Volunteer Fire Department,true,4612ae29-29e6-4f9c-800d-6f0e5855c8ca
0101000020E610000051007B3BF8F853C05E81E84999334440,https://www.facebook.com/McClarensBarPgh/photos/a.901674729917897.1073741829.827595107325860/1269636793121687/?type=3&theater,,true,true,,https://www.facebook.com/McClarensBarPgh/,,412-228-9553,299,,true,,"2000 Whitaker Way, Munhall, PA",Restaurant,,McClaren's Bar,true,286871a3-8a62-4e44-9f10-9aeecc898767
0101000020E6100000598AE42B010254C08498F0F0432A4440,"Menu features beer-battered cod sandwich, Nantucket baked cod, fried butterfly shrimp and pierogie dinners. Also featuring sides and dessert. Cost: $8-$8.50 for adult dinners; $4 for child fried cod sandwich; $1 entree discount for seniors over age 60 (dine-in only); $8.50 for sandwich.  https://uploads.weconnect.com/mce/5d0fb669fb61cd51405bd09c1ac7e36a7407de8d/Fish%20Fry%20Menu.jpg",,false,true,,,,412-851-9176,51,,true,,"2710 Ohio St. Bethel Park, PA",Church,,"St. Valentine, Bethel Park",true,51
0101000020E6100000E3E13D07960454C03691990B5C284440,"Menu offers a variety of fried and baked fish options, including homemade lump crab cakes, fish tacos and pizza. There is also a featured pasta from local Italian restaurant Pasta Too. Also offering different soups such as crab and shrimp bisque, tomato basil and lobster bisque. Desserts are provided by Bethel Bakery and Kona Ice. Adult dinners are $10, and fish sandwiches are $9.",false,false,true,,https://stlouisedemarillac.org/wp-content/uploads/2015/02/FFF_menu_2017_v1.pdf,,412-833-1010,269,true,true,true,"320 McMurray Road, Upper St Clair",Church,,St Louise de Marillac,true,3e5dc8d7-ce2d-461e-b369-2bfc2fb45d07
0101000020E6100000D5DAEA283D1254C0B46F93F6AB4D4440,See website for menu.,,true,true,,http://www.aliquippacroatiancenter.com,,724-375-3021,309,,true,true,"2365 Concord Street, Aliquippa PA 15001",Community Organization,,Aliquippa Croatian Center,true,7f61708f-cd58-4e0e-b857-086cfe93122b
0101000020E6100000674815C5AB0354C064575A46EA0D4540,"Baked fish and/or pierogi. Adult $10, child 6-12 $5, child under 6 free. Includes choice of baked cod, potato and cheese pierogi or combo. Nut roll bake sale!",,false,true,"March 3, 17, 31   4:30-7",,,814-825-8140,268,,true,,"3415 Wallace St. Erie, PA",Church,,"SS Peter and Paul Byzantine, Social Hall",true,2437d9e2-aa61-4d11-b4aa-bd4386e5308e
0101000020E6100000A915A6EF35F153C020F0C000C2374440,https://www.labriolaitalianmarkets.com/products.asp?cat=23,,,true,,,,412-380-9300,109,,,,"4039 Monroeville Blvd Monroeville, Pa 15146",Restaurant,,Labriola's Italian Market,true,109
0101000020E6100000899AE8F3512E54C025CADE52CE074440,"Menu consists of fish sandwiches, french fries, macaroni and cheese, cabbage and noodles, cole slaw, deserts, and refreshments. Eat in or take out.",false,true,true,"Eat in or take out. This is a cooperative effort between the Parishes of St Alphonsus and St John to share good food, good times, and community. Your support and patronage is welcome and truly appreciated.",http://stalswheeling.org/,,304-905-6589 takeout,272,,true,,"2111 Market St, Wheeling, WV",Church,At the St. Alphonsus Parish Hall (Gym),St Alphonsus Wheeling And St John Benwood Combined Fish Fry,true,ce99d002-7d44-488a-8605-20c1fa887942
